date,tesla
2015/07/08,-4.8231
2015/07/09,1.161
2015/07/10,0.4769
2015/07/13,1.1615
2015/07/14,1.3312
2015/07/15,-0.9449
2015/07/16,1.3453
2015/07/17,2.9924
2015/07/20,2.7671
2015/07/21,-5.4878
2015/07/22,0.4123
2015/07/23,-0.2501
2015/07/24,-0.6699
2015/07/27,-4.672
2015/07/28,4.6678
2015/07/29,-0.3776
2015/07/30,1.1258
2015/07/31,-0.2399
2015/08/03,-2.3145
2015/08/04,2.4193
2015/08/05,1.4458
2015/08/06,-8.8846
2015/08/07,-1.4708
2015/08/10,-0.5649
2015/08/11,-1.5634
2015/08/12,0.337
2015/08/13,1.8222
2015/08/14,0.2639
2015/08/17,4.8694
2015/08/18,2.2471
2015/08/19,-2.098
2015/08/20,-5.1205
2015/08/21,-4.7114
2015/08/24,-5.1566
2015/08/25,0.53
2015/08/26,2.1861
2015/08/27,8.0724
2015/08/28,2.2594
2015/08/31,0.2334
2015/09/01,-4.1877
2015/09/02,3.7967
2015/09/03,-0.8559
2015/09/04,-1.4823
2015/09/08,2.5793
2015/09/09,0.2982
2015/09/10,-0.1728
2015/09/11,0.7083
2015/09/14,1.1789
2015/09/15,0.1501
2015/09/16,3.4231
2015/09/17,-0.0686
2015/09/18,-0.5533
2015/09/21,1.3736
2015/09/22,-1.2339
2015/09/23,0.046
2015/09/24,0.7891
2015/09/25,-2.3601
2015/09/28,-3.3008
2015/09/29,-0.7165
2015/09/30,0.7095
2015/10/01,-3.43
2015/10/02,3.2058
2015/10/05,-0.5736
2015/10/06,-1.9053
2015/10/07,-3.9344
2015/10/08,-2.259
2015/10/09,-2.6597
2015/10/12,-2.3155
2015/10/13,1.7024
2015/10/14,-1.081
2015/10/15,2.0426
2015/10/16,2.5756
2015/10/19,0.4802
2015/10/20,-6.6068
2015/10/21,-1.3801
2015/10/22,0.7759
2015/10/23,-1.2422
2015/10/26,2.9509
2015/10/27,-2.281
2015/10/28,1.2408
2015/10/29,-0.6245
2015/10/30,-2.2209
2015/11/02,3.3151
2015/11/03,-2.5446
2015/11/04,11.1735
2015/11/05,0.0604
2015/11/06,0.2546
2015/11/09,-3.0255
2015/11/10,-3.9187
2015/11/11,1.1917
2015/11/12,-2.8026
2015/11/13,-2.7003
2015/11/16,3.4365
2015/11/17,-0.1447
2015/11/18,3.3037
2015/11/19,0.3302
2015/11/20,-0.807
2015/11/23,-1.0272
2015/11/24,0.2296
2015/11/25,5.2188
2015/11/27,0.8579
2015/11/30,-0.5829
2015/12/01,3.0096
2015/12/02,-2.1923
2015/12/03,0.3104
2015/12/04,-1.0012
2015/12/07,0.3255
2015/12/08,-1.908
2015/12/09,-0.9704
2015/12/10,1.1358
2015/12/11,-4.4259
2015/12/14,0.7188
2015/12/15,1.1483
2015/12/16,6.0699
2015/12/17,-0.4776
2015/12/18,-1.2554
2015/12/21,0.9112
2015/12/22,-1.1223
2015/12/23,-0.1087
2015/12/24,0.3788
2015/12/28,-0.7026
2015/12/29,3.599
2015/12/30,0.3794
2015/12/31,0.8064
2016/01/04,-6.9164
2016/01/05,0.009
2016/01/06,-1.9648
2016/01/07,-1.5477
2016/01/08,-2.1563
2016/01/11,-1.4929
2016/01/12,1.02
2016/01/13,-4.6007
2016/01/14,2.9305
2016/01/15,-0.5772
2016/01/19,-0.1317
2016/01/20,-2.9406
2016/01/21,0.6392
2016/01/22,1.2902
2016/01/25,-3.0462
2016/01/26,-1.436
2016/01/27,-2.8363
2016/01/28,0.8667
2016/01/29,0.7907
2016/02/01,3.0021
2016/02/02,-7.19
2016/02/03,-5.0881
2016/02/04,1.0664
2016/02/05,-7.2606
2016/02/08,-8.9852
2016/02/09,0.1757
2016/02/10,-3.0894
2016/02/11,4.7331
2016/02/12,0.3788
2016/02/16,2.7344
2016/02/17,8.7066
2016/02/18,-1.1323
2016/02/19,-0.1139
2016/02/22,6.6995
2016/02/23,-0.2982
2016/02/24,1.0101
2016/02/25,4.7095
2016/02/26,1.5526
2016/02/29,0.8353
2016/03/01,-2.9073
2016/03/02,1.0679
2016/03/03,3.9291
2016/03/04,2.7077
2016/03/07,2.114
2016/03/08,-1.3103
2016/03/09,3.0207
2016/03/10,-1.6961
2016/03/11,1.1307
2016/03/14,3.6867
2016/03/15,1.4827
2016/03/16,1.6442
2016/03/17,2.0051
2016/03/18,2.8094
2016/03/21,2.3975
2016/03/22,-1.712
2016/03/23,-4.9778
2016/03/24,2.3228
2016/03/28,1.1021
2016/03/29,-0.0565
2016/03/30,-1.4079
2016/03/31,1.2693
2016/04/01,3.4034
2016/04/04,3.9564
2016/04/05,3.4333
2016/04/06,3.8948
2016/04/07,-3.097
2016/04/08,-2.7722
2016/04/11,-0.06
2016/04/12,-0.8403
2016/04/13,2.7076
2016/04/14,-1.049
2016/04/15,1.0522
2016/04/18,-0.2475
2016/04/19,-2.5642
2016/04/20,1.0511
2016/04/21,-0.6721
2016/04/22,2.199
2016/04/25,-0.7606
2016/04/26,0.7624
2016/04/27,-0.8946
2016/04/28,-1.4952
2016/04/29,-2.8057
2016/05/02,0.432
2016/05/03,-3.9206
2016/05/04,-4.2011
2016/05/05,-4.956
2016/05/06,1.6073
2016/05/09,-2.7963
2016/05/10,-0.1101
2016/05/11,0.1294
2016/05/12,-0.804
2016/05/13,0.1592
2016/05/16,0.3275
2016/05/17,-1.7428
2016/05/18,3.1809
2016/05/19,1.9132
2016/05/20,2.3558
2016/05/23,-1.8431
2016/05/24,0.7816
2016/05/25,0.7664
2016/05/26,2.523
2016/05/27,-0.924
2016/05/31,0.0852
2016/06/01,-1.644
2016/06/02,-0.2733
2016/06/03,0.0137
2016/06/06,0.7717
2016/06/07,5.2837
2016/06/08,1.3687
2016/06/09,-2.6155
2016/06/10,-4.6085
2016/06/13,-0.4205
2016/06/14,-1.3357
2016/06/15,1.2747
2016/06/16,0.1056
2016/06/17,-1.1288
2016/06/20,1.9632
2016/06/21,-0.041
2016/06/22,-10.4503
2016/06/23,-0.1322
2016/06/24,-1.6548
2016/06/27,2.7958
2016/06/28,1.6318
2016/06/29,4.1627
2016/06/30,0.9943
2016/07/01,1.9879
2016/07/05,-1.164
2016/07/06,0.215
2016/07/07,0.6995
2016/07/08,0.389
2016/07/11,3.6904
2016/07/12,-0.0578
2016/07/13,-0.9437
2016/07/14,-0.4494
2016/07/15,-0.5101
2016/07/18,2.6543
2016/07/19,-0.4376
2016/07/20,1.3762
2016/07/21,-3.4419
2016/07/22,0.8027
2016/07/25,3.4823
2016/07/26,-0.2174
2016/07/27,-0.4444
2016/07/28,0.9278
2016/07/29,1.8126
2016/08/01,-2.0359
2016/08/02,-1.2217
2016/08/03,-0.6206
2016/08/04,2.1347
2016/08/05,-0.2515
2016/08/08,-1.6824
2016/08/09,1.2911
2016/08/10,-1.4973
2016/08/11,-0.3279
2016/08/12,0.3112
2016/08/15,-0.0089
2016/08/16,-0.8777
2016/08/17,-0.1655
2016/08/18,0.1209
2016/08/19,0.6666
2016/08/22,-0.92
2016/08/23,0.8568
2016/08/24,-0.9874
2016/08/25,-0.7457
2016/08/26,-0.439
2016/08/29,-2.1774
2016/08/30,-1.7937
2016/08/31,0.317
2016/09/01,-5.3016
2016/09/02,-1.4893
2016/09/06,2.5533
2016/09/07,-0.5522
2016/09/08,-2.1566
2016/09/09,-1.4643
2016/09/12,1.9695
2016/09/13,-1.1346
2016/09/14,0.1836
2016/09/15,2.0416
2016/09/16,2.4848
2016/09/19,0.4576
2016/09/20,-0.8239
2016/09/21,0.2834
2016/09/22,0.5896
2016/09/23,0.4941
2016/09/26,0.7423
2016/09/27,-1.5216
2016/09/28,0.2235
2016/09/29,-2.7003
2016/09/30,1.6592
2016/10/03,4.7395
2016/10/04,-1.0716
2016/10/05,-1.3954
2016/10/06,-3.5786
2016/10/07,-2.1841
2016/10/10,2.2074
2016/10/11,-0.423
2016/10/12,0.7046
2016/10/13,-0.6302
2016/10/14,-1.8628
2016/10/17,-1.2976
2016/10/18,2.65
2016/10/19,2.2401
2016/10/20,-2.191
2016/10/21,0.4972
2016/10/24,1.3344
2016/10/25,-0.2071
2016/10/26,-0.0494
2016/10/27,0.8752
2016/10/28,-1.9803
2016/10/31,-1.1202
2016/11/01,-3.5098
2016/11/02,-1.4519
2016/11/03,-0.3191
2016/11/04,1.6754
2016/11/07,1.3906
2016/11/08,0.8954
2016/11/09,-2.5033
2016/11/10,-2.4782
2016/11/11,1.7319
2016/11/14,-3.7707
2016/11/15,1.2786
2016/11/16,0.0871
2016/11/17,2.5716
2016/11/18,-1.9294
2016/11/21,-0.2702
2016/11/22,3.6039
2016/11/23,1.0305
2016/11/25,1.8173
2016/11/28,-0.2695
2016/11/29,-3.3398
2016/11/30,-0.0897
2016/12/01,-3.9704
2016/12/02,-0.2254
2016/12/05,2.9371
2016/12/06,-0.5086
2016/12/07,3.9279
2016/12/08,-0.4452
2016/12/09,-0.0572
2016/12/12,0.1301
2016/12/13,2.9725
2016/12/14,0.2725
2016/12/15,-0.5587
2016/12/16,2.4851
2016/12/19,0.1185
2016/12/20,2.9892
2016/12/21,-0.5221
2016/12/22,0.3611
2016/12/23,2.3459
2016/12/27,2.9015
2016/12/28,0.0957
2016/12/29,-2.3027
2016/12/30,-0.4612
2017/01/03,1.5443
2017/01/04,4.6085
2017/01/05,-0.1057
2017/01/06,0.9967
2017/01/09,0.9912
2017/01/10,-0.6097
2017/01/11,-0.0609
2017/01/12,-0.0609
2017/01/13,3.5542
2017/01/17,-0.9127
2017/01/18,1.1801
2017/01/19,2.2655
2017/01/20,0.3979
2017/01/23,1.7121
2017/01/24,2.2859
2017/01/25,-0.055
2017/01/26,-0.7702
2017/01/27,0.1743
2017/01/30,-0.9172
2017/01/31,0.5187
2017/02/01,-1.0678
2017/02/02,0.9268
2017/02/03,-0.0875
2017/02/06,2.5624
2017/02/07,-0.1125
2017/02/08,1.7865
2017/02/09,2.7167
2017/02/10,0.0111
2017/02/13,4.2232
2017/02/14,0.1354
2017/02/15,-0.4342
2017/02/16,-3.864
2017/02/17,1.2196
2017/02/21,1.8955
2017/02/22,-1.3988
2017/02/23,-6.4056
2017/02/24,0.3945
2017/02/27,-4.1907
2017/02/28,1.527
2017/03/01,0.012
2017/03/02,0.184
2017/03/03,0.4352
2017/03/06,-0.1431
2017/03/07,-1.043
2017/03/08,-0.6919
2017/03/09,-0.798
2017/03/10,-0.4941
2017/03/13,1.0177
2017/03/14,4.8056
2017/03/15,-0.8798
2017/03/16,2.4714
2017/03/17,-0.2099
2017/03/20,0.1606
2017/03/21,-4.2914
2017/03/22,1.7273
2017/03/23,-0.0902
2017/03/24,3.2891
2017/03/27,2.6828
2017/03/28,2.6756
2017/03/29,-0.0252
2017/03/30,0.1947
2017/03/31,0.1367
2017/04/03,7.2655
2017/04/04,1.7352
2017/04/05,-2.8647
2017/04/06,1.2542
2017/04/07,1.2856
2017/04/10,3.2558
2017/04/11,-1.178
2017/04/12,-3.845
2017/04/13,2.4121
2017/04/17,-0.8421
2017/04/18,-0.3948
2017/04/19,1.7552
2017/04/20,-0.9852
2017/04/21,1.0215
2017/04/24,0.7952
2017/04/25,1.8699
2017/04/26,-1.1536
2017/04/27,-0.4965
2017/04/28,1.7626
2017/05/01,2.7892
2017/05/02,-1.2205
2017/05/03,-2.4679
2017/05/04,-5.0029
2017/05/05,4.3627
2017/05/08,-0.3762
2017/05/09,4.5802
2017/05/10,1.2326
2017/05/11,-0.6519
2017/05/12,0.5292
2017/05/15,-2.7493
2017/05/16,0.3577
2017/05/17,-3.4384
2017/05/18,2.2704
2017/05/19,-0.7123
2017/05/22,-0.1544
2017/05/23,-2.0912
2017/05/24,2.0931
2017/05/25,2.1307
2017/05/26,2.6229
2017/05/30,3.0633
2017/05/31,1.7637
2017/06/01,-0.1877
2017/06/02,-0.1528
2017/06/05,2.198
2017/06/06,1.5922
2017/06/07,1.9272
2017/06/08,2.8778
2017/06/09,-3.427
2017/06/12,0.473
2017/06/13,4.7185
2017/06/14,1.2528
2017/06/15,-1.3976
2017/06/16,-1.0497
2017/06/19,-0.4308
2017/06/20,0.6598
2017/06/21,1.1176
2017/06/22,1.6498
2017/06/23,0.2195
2017/06/26,-1.5543
2017/06/27,-4.0054
2017/06/28,2.4478
2017/06/29,-2.8257
2017/06/30,0.2384
2017/07/03,-2.4861
2017/07/05,-7.2401
2017/07/06,-5.5826
2017/07/07,1.4215
2017/07/10,0.9035
2017/07/11,3.5343
2017/07/12,0.7029
2017/07/13,-1.8542
2017/07/14,1.3512
2017/07/17,-2.5047
2017/07/18,2.713
2017/07/19,-0.9079
2017/07/20,1.4327
2017/07/21,-0.4607
2017/07/24,4.2996
2017/07/25,-0.8525
2017/07/26,1.2515
2017/07/27,-2.7308
2017/07/28,0.1824
2017/07/31,-3.462
2017/08/01,-1.2057
2017/08/02,1.9777
2017/08/03,6.5053
2017/08/04,2.8292
2017/08/07,-0.4875
2017/08/08,2.8296
2017/08/09,-0.4627
2017/08/10,-2.2364
2017/08/11,0.695
2017/08/14,1.657
2017/08/15,-0.4041
2017/08/16,0.1601
2017/08/17,-3.0283
2017/08/18,-1.2673
2017/08/21,-2.7629
2017/08/22,1.033
2017/08/23,3.3455
2017/08/24,0.0454
2017/08/25,-1.3827
2017/08/28,-0.6867
2017/08/29,0.4918
2017/08/30,1.6755
2017/08/31,0.7701
2017/09/01,-0.1405
2017/09/05,-1.6348
2017/09/06,-1.4474
2017/09/07,1.7647
2017/09/08,-2.0564
2017/09/11,5.9086
2017/09/12,-0.2585
2017/09/13,0.9593
2017/09/14,3.1155
2017/09/15,0.5746
2017/09/18,1.3665
2017/09/19,-2.5714
2017/09/20,-0.3172
2017/09/21,-1.9871
2017/09/22,-4.1994
2017/09/25,-1.7374
2017/09/26,0.0754
2017/09/27,-1.2397
2017/09/28,-0.4018
2017/09/29,0.4417
2017/10/02,0.1261
2017/10/03,1.9354
2017/10/04,1.9733
2017/10/05,0.0901
2017/10/06,0.4362
2017/10/09,-3.9061
2017/10/10,3.6887
2017/10/11,-0.2784
2017/10/12,0.3046
2017/10/13,-0.0309
2017/10/16,-1.3978
2017/10/17,1.4689
2017/10/18,1.0963
2017/10/19,-2.1799
2017/10/20,-1.9073
2017/10/23,-2.3414
2017/10/24,0.0949
2017/10/25,-3.409
2017/10/26,0.1013
2017/10/27,-1.6249
2017/10/30,-0.2462
2017/10/31,3.5772
2017/11/01,-3.1521
2017/11/02,-6.7958
2017/11/03,2.2823
2017/11/06,-1.0814
2017/11/07,1.08
2017/11/08,-0.5424
2017/11/09,-0.4599
2017/11/13,4.0958
2017/11/14,-2.1243
2017/11/15,0.8422
2017/11/16,0.3855
2017/11/17,0.816
2017/11/20,-2.0029
2017/11/21,2.9377
2017/11/22,-1.6393
2017/11/24,0.9437
2017/11/27,0.3993
2017/11/28,0.2336
2017/11/29,-3.1523
2017/11/30,0.426
2017/12/01,-0.7512
2017/12/04,-0.4339
2017/12/05,-0.4915
2017/12/06,3.1478
2017/12/07,-0.6448
2017/12/08,1.2498
2017/12/11,4.3728
2017/12/12,3.6849
2017/12/13,-0.5865
2017/12/14,-0.3363
2017/12/15,1.6455
2017/12/18,-1.3335
2017/12/19,-2.2929
2017/12/20,-0.6403
2017/12/21,0.8146
2017/12/22,-1.9478
2017/12/26,-2.4323
2017/12/27,-1.7807
2017/12/28,1.1937
2017/12/29,-1.2716
2018/01/02,2.9485
2018/01/03,-1.0233
2018/01/04,-0.829
2018/01/05,0.623
2018/01/08,6.2638
2018/01/09,-0.8085
2018/01/10,0.3326
2018/01/11,0.9409
2018/01/12,-0.5119
2018/01/16,1.1421
2018/01/17,2.0879
2018/01/18,-0.7461
2018/01/19,1.5817
2018/01/22,0.44
2018/01/23,0.3499
2018/01/24,-1.9558
2018/01/25,-2.3852
2018/01/26,1.5431
2018/01/29,1.9484
2018/01/30,-1.0614
2018/01/31,2.455
2018/02/01,-1.4281
2018/02/02,-1.5748
2018/02/05,-3.0895
2018/02/06,0.2522
2018/02/07,3.3027
2018/02/08,-8.629
2018/02/09,-1.5259
2018/02/12,1.7106
2018/02/13,2.5116
2018/02/14,-0.4171
2018/02/15,3.6471
2018/02/16,0.4266
2018/02/20,-0.2146
2018/02/21,-0.4391
2018/02/22,3.8614
2018/02/23,1.6986
2018/02/26,1.5254
2018/02/27,-1.799
2018/02/28,-2.2593
2018/03/01,-3.5358
2018/03/02,1.2661
2018/03/05,-0.5282
2018/03/06,-1.5449
2018/03/07,1.2492
2018/03/08,-0.963
2018/03/09,-0.5864
2018/03/12,5.6056
2018/03/13,-1.0622
2018/03/14,-4.4495
2018/03/15,-0.3153
2018/03/16,-1.3053
2018/03/19,-2.4241
2018/03/20,-0.9599
2018/03/21,1.9256
2018/03/22,-2.3473
2018/03/23,-2.4458
2018/03/26,0.8755
2018/03/27,-8.2188
2018/03/28,-7.6653
2018/03/29,3.2392
2018/04/02,-5.1291
2018/04/03,5.9609
2018/04/04,7.2553
2018/04/05,6.5449
2018/04/06,-2.1
2018/04/09,-3.2208
2018/04/10,5.1923
2018/04/11,-1.2373
2018/04/12,-2.2763
2018/04/13,2.1287
2018/04/16,-3.0399
2018/04/17,-1.2087
2018/04/18,1.9674
2018/04/19,2.2942
2018/04/20,-3.2791
2018/04/23,-2.367
2018/04/24,0.0318
2018/04/25,-0.9772
2018/04/26,1.7065
2018/04/27,3.0107
2018/04/30,-0.0595
2018/05/01,2.0483
2018/05/02,0.4101
2018/05/03,-5.5454
2018/05/04,3.389
2018/05/07,2.9515
2018/05/08,-0.2642
2018/05/09,1.6161
2018/05/10,-0.5964
2018/05/11,-1.2983
2018/05/14,-3.0193
2018/05/15,-2.6681
2018/05/16,0.8093
2018/05/17,-0.6772
2018/05/18,-2.7132
2018/05/21,2.7708
2018/05/22,-3.3323
2018/05/23,1.4763
2018/05/24,-0.4372
2018/05/25,0.3599
2018/05/29,1.7608
2018/05/30,2.8052
2018/05/31,-2.3961
2018/06/01,2.4901
2018/06/04,1.686
2018/06/05,-1.8905
2018/06/06,9.7448
2018/06/07,-1.0673
2018/06/08,0.4967
2018/06/11,4.5457
2018/06/12,3.2129
2018/06/13,0.5864
2018/06/14,3.7531
2018/06/15,0.1258
2018/06/18,3.5346
2018/06/19,-4.9295
2018/06/20,2.7429
2018/06/21,-4.0611
2018/06/22,-3.9941
2018/06/25,-0.1858
2018/06/26,2.6996
2018/06/27,0.731
2018/06/28,1.5762
2018/06/29,-1.9947
2018/07/02,-2.2977
2018/07/03,-7.2254
2018/07/05,-0.5469
2018/07/06,-0.0841
2018/07/09,3.111
2018/07/10,1.2433
2018/07/11,-1.0885
2018/07/12,-0.7054
2018/07/13,0.682
2018/07/16,-2.7503
2018/07/17,4.06
2018/07/18,0.3595
2018/07/19,-1.1178
2018/07/20,-2.0766
2018/07/23,-3.3102
2018/07/24,-1.903
2018/07/25,3.8026
2018/07/26,-0.6769
2018/07/27,-3.0882
2018/07/30,-2.3588
2018/07/31,2.7467
2018/08/01,0.9056
2018/08/02,16.188
2018/08/03,-0.3919
2018/08/06,-1.775
2018/08/07,10.9886
2018/08/08,-2.4317
2018/08/09,-4.8307
2018/08/10,0.8625
2018/08/13,0.2588
2018/08/14,-2.4606
2018/08/15,-2.5745
2018/08/16,-0.9566
2018/08/17,-8.9283
2018/08/20,0.9624
2018/08/21,4.3639
2018/08/22,-0.0808
2018/08/23,-0.4788
2018/08/24,0.8497
2018/08/27,-1.0997
2018/08/28,-2.3209
2018/08/29,-2.1965
2018/08/30,-0.6098
2018/08/31,-0.4915
2018/09/04,-4.2134
2018/09/05,-2.8413
2018/09/06,0.0748
2018/09/07,-6.3036
2018/09/10,8.4562
2018/09/11,-2.1226
2018/09/12,3.9722
2018/09/13,-0.3717
2018/09/14,1.983
2018/09/17,-0.122
2018/09/18,-3.351
2018/09/19,4.934
2018/09/20,-0.2308
2018/09/21,0.2581
2018/09/24,0.1939
2018/09/25,0.4371
2018/09/26,2.8539
2018/09/27,-0.6654
2018/09/28,-13.9015
2018/10/01,17.3471
2018/10/02,-3.1155
2018/10/03,-2.0663
2018/10/04,-4.3996
2018/10/05,-7.0539
2018/10/08,-4.3482
2018/10/09,4.8851
2018/10/10,-2.2527
2018/10/11,-1.8102
2018/10/12,2.5968
2018/10/15,0.313
2018/10/16,6.5488
2018/10/17,-1.739
2018/10/18,-2.8957
2018/10/19,-1.4816
2018/10/22,0.3654
2018/10/23,12.7189
2018/10/24,-1.9175
2018/10/25,9.1369
2018/10/26,5.0943
2018/10/29,1.1937
2018/10/30,-1.4783
2018/10/31,2.2492
2018/11/01,2.0633
2018/11/02,0.6187
2018/11/05,-1.4463
2018/11/06,-0.0996
2018/11/07,2.0817
2018/11/08,0.9306
2018/11/09,-0.2533
2018/11/12,-5.4863
2018/11/13,2.2489
2018/11/14,1.5558
2018/11/15,1.2907
2018/11/16,1.6847
2018/11/19,-0.2371
2018/11/20,-1.6918
2018/11/21,-2.6763
2018/11/23,-3.6548
2018/11/26,6.1903
2018/11/27,-0.6012
2018/11/28,1.1485
2018/11/29,-1.926
2018/11/30,2.7288
2018/12/03,2.2854
2018/12/04,0.3375
2018/12/06,0.9341
2018/12/07,-1.4033
2018/12/10,2.0072
2018/12/11,0.4409
2018/12/12,-0.0436
2018/12/13,2.7796
2018/12/14,-2.9406
2018/12/17,-4.7278
2018/12/18,-3.269
2018/12/19,-1.2046
2018/12/20,-5.2828
2018/12/21,1.392
2018/12/24,-7.6242
2018/12/26,10.393
2018/12/27,-3.0544
2018/12/28,5.6116
2018/12/31,-0.3205
2019/01/02,-6.8149
2019/01/03,-3.1472
2019/01/04,5.7697
2019/01/07,5.4361
2019/01/08,0.1164
2019/01/09,0.9483
2019/01/10,1.9023
2019/01/11,0.6638
2019/01/14,-3.7033
2019/01/15,2.9994
2019/01/16,0.4703
2019/01/17,0.3641
2019/01/18,-12.9711
2019/01/22,-1.105
2019/01/23,-3.7903
2019/01/24,1.3631
2019/01/25,1.897
2019/01/28,-0.2222
2019/01/29,0.3644
2019/01/30,3.8022
2019/01/31,-0.5668
2019/02/01,1.6904
2019/02/04,0.2178
2019/02/05,2.7038
2019/02/06,-1.2852
2019/02/07,-3.061
2019/02/08,-0.5561
2019/02/11,2.3022
2019/02/12,-0.3292
2019/02/13,-1.1674
2019/02/14,-1.4278
2019/02/15,1.353
2019/02/19,-0.7276
2019/02/20,-1.0077
2019/02/21,-3.7447
2019/02/22,1.1949
2019/02/25,1.3776
2019/02/26,-0.3046
2019/02/27,5.6671
2019/02/28,1.6331
2019/03/01,-7.8436
2019/03/04,-3.1989
2019/03/05,-3.0908
2019/03/06,-0.1085
2019/03/07,0.1267
2019/03/08,2.7297
2019/03/11,2.3861
2019/03/12,-2.5987
2019/03/13,1.9763
2019/03/14,0.3461
2019/03/15,-5.011
2019/03/18,-2.1566
2019/03/19,-0.7496
2019/03/20,2.2918
2019/03/21,0.1535
2019/03/22,-3.4633
2019/03/25,-1.5537
2019/03/26,2.8224
2019/03/27,2.6366
2019/03/28,1.379
2019/03/29,0.4451
2019/04/01,3.3302
2019/04/02,-1.1412
2019/04/03,2.0743
2019/04/04,-8.2348
2019/04/05,2.6813
2019/04/08,-0.6401
2019/04/09,-0.3258
2019/04/10,1.3771
2019/04/11,-2.7675
2019/04/12,-0.2682
2019/04/15,-0.4931
2019/04/16,2.6203
2019/04/17,-0.7792
2019/04/18,0.7484
2019/04/22,-3.8462
2019/04/23,0.4377
2019/04/24,-1.9856
2019/04/25,-4.2643
2019/04/26,-5.0438
2019/04/29,2.692
2019/04/30,-1.1513
2019/05/01,-1.9607
2019/05/02,4.3118
2019/05/03,4.4777
2019/05/06,0.1216
2019/05/07,-3.2427
2019/05/08,-0.8986
2019/05/09,-1.1681
2019/05/10,-1.0166
2019/05/13,-5.2229
2019/05/14,2.3347
2019/05/15,-0.155
2019/05/16,-1.5607
2019/05/17,-7.5768
2019/05/20,-2.6868
2019/05/21,-0.1363
2019/05/22,-6.022
2019/05/23,1.4321
2019/05/24,-2.4861
2019/05/28,-1.0124
2019/05/29,0.6147
2019/05/30,-0.8638
2019/05/31,-1.6258
2019/06/03,-3.3431
2019/06/04,8.1746
2019/06/05,1.5444
2019/06/06,4.7612
2019/06/07,-0.7041
2019/06/10,4.0978
2019/06/11,1.9823
2019/06/12,-3.6112
2019/06/13,2.2221
2019/06/14,0.4722
2019/06/17,4.7041
2019/06/18,-0.1289
2019/06/19,0.752
2019/06/20,-3.0076
2019/06/21,1.0199
2019/06/24,0.8023
2019/06/25,-1.7349
2019/06/26,-0.223
2019/06/27,1.6281
2019/06/28,0.2782
2019/07/01,1.6603
2019/07/02,-1.1533
2019/07/03,4.6092
2019/07/05,-0.7663
2019/07/08,-1.184
2019/07/09,-0.1216
2019/07/10,3.8512
2019/07/11,-0.1339
2019/07/12,2.7158
2019/07/15,3.4356
2019/07/16,-0.4418
2019/07/17,0.9826
2019/07/18,-0.5179
2019/07/19,1.8301
2019/07/22,-0.9683
2019/07/23,1.7561
2019/07/24,1.8104
2019/07/25,-13.6137
2019/07/26,-0.3409
2019/07/29,3.3898
2019/07/30,2.7527
2019/07/31,-0.2683
2019/08/01,-3.2118
2019/08/02,0.2095
2019/08/05,-2.5689
2019/08/06,1.0643
2019/08/07,1.1571
2019/08/08,2.0907
2019/08/09,-1.3806
2019/08/12,-2.5531
2019/08/13,2.6156
2019/08/14,-6.5447
2019/08/15,-1.8122
2019/08/16,1.9941
2019/08/19,3.1327
2019/08/20,-0.4276
2019/08/21,-2.227
2019/08/22,0.5977
2019/08/23,-4.8391
2019/08/26,1.7029
2019/08/27,-0.4279
2019/08/28,0.7053
2019/08/29,2.8387
2019/08/30,1.7591
2019/09/03,-0.2659
2019/09/04,-1.9244
2019/09/05,4.033
2019/09/06,-0.9278
2019/09/09,1.9081
2019/09/10,1.6178
2019/09/11,4.9079
2019/09/12,-0.4978
2019/09/13,-0.2725
2019/09/16,-0.9747
2019/09/17,0.8155
2019/09/18,-0.5311
2019/09/19,1.2773
2019/09/20,-2.425
2019/09/23,0.2535
2019/09/24,-7.47
2019/09/25,2.4596
2019/09/26,6.0603
2019/09/27,-0.1773
2019/09/30,-0.5204
2019/10/01,1.5859
2019/10/02,-0.6375
2019/10/03,-4.1542
2019/10/04,-0.6866
2019/10/07,2.7179
2019/10/08,0.9801
2019/10/09,1.8663
2019/10/10,0.0859
2019/10/11,1.2871
2019/10/14,3.6589
2019/10/15,0.3619
2019/10/16,0.7212
2019/10/17,0.8547
2019/10/18,-1.9162
2019/10/21,-1.3427
2019/10/22,0.8205
2019/10/23,-0.3521
2019/10/24,17.6692
2019/10/25,9.4935
2019/10/28,-0.128
2019/10/29,-3.5061
2019/10/30,-0.3826
2019/10/31,-0.0286
2019/11/01,-0.5112
2019/11/04,1.3278
2019/11/05,-0.0787
2019/11/06,2.9506
2019/11/07,2.7436
2019/11/08,0.4768
2019/11/11,2.3581
2019/11/12,1.4025
2019/11/13,-1.0916
2019/11/14,0.9361
2019/11/15,0.8072
2019/11/18,-0.619
2019/11/19,2.7229
2019/11/20,-2.0305
2019/11/21,0.741
2019/11/22,-6.141
2019/11/25,0.9909
2019/11/26,-2.2061
2019/11/27,0.7205
2019/11/29,-0.4075
2019/12/02,1.4942
2019/12/03,0.3972
2019/12/04,-0.9429
2019/12/05,-0.7987
2019/12/06,1.6709
2019/12/09,1.0837
2019/12/10,2.742
2019/12/11,1.1065
2019/12/12,1.979
2019/12/13,-0.3587
2019/12/16,6.4483
2019/12/17,-0.6579
2019/12/18,3.7362
2019/12/19,2.7699
2019/12/20,0.3836
2019/12/23,3.3605
2019/12/24,1.4384
2019/12/26,1.338
2019/12/27,-0.1299
2019/12/30,-3.6433
2019/12/31,0.8753
